correct 	math 	2.8secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 1/1 100% 2.8secs 	Sun Jan 17 2021 14:12:17 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 22/25 88% 2.5secs 	Sun Jan 17 2021 15:10:39 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	thirst:1 	t_____ 	== 	_hirst 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:11:00 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	plush:1 	p____ 	== 	_lush 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 15:11:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	disposal:4 	disp____ 	== 	____osal 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 15:11:39 GMT-0600 (Central Standard Time)
correct 	math 	3.2secs 	4 * 5 	What is 4 * 5? 	== 	20 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 15:12:01 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	11 * 2 	What is 11 * 2? 	== 	22 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 15:12:19 GMT-0600 (Central Standard Time)
wrong 	math 	2.1secs 	8 ^ 2 	What is 8 ^ 2? 	!= 	81 	RunAve=runAve math: 21/25 84% 2.5secs 	Sun Jan 17 2021 15:12:40 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	5 * 4 	What is 5 * 4? 	== 	20 	RunAve=runAve math: 21/25 84% 2.4secs 	Sun Jan 17 2021 15:12:59 GMT-0600 (Central Standard Time)
correct 	math 	2.4secs 	8 * 8 	What is 8 * 8? 	== 	64 	RunAve=runAve math: 21/25 84% 2.4secs 	Sun Jan 17 2021 15:13:20 GMT-0600 (Central Standard Time)
correct 	math 	4.0secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 22/25 88% 2.3secs 	Sun Jan 17 2021 15:14:02 GMT-0600 (Central Standard Time)
correct 	math 	63.7secs 	-11 ^ 3 	What is -11 ^ 3? 	== 	-1331 	RunAve=runAve math: 23/25 92% 4.8secs 	Sun Jan 17 2021 15:15:21 GMT-0600 (Central Standard Time)
correct 	math 	1.0secs 	9 * 9 	What is 9 * 9? 	== 	81 	RunAve=runAve math: 23/25 92% 4.8secs 	Sun Jan 17 2021 15:15:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	rut:1 	r__ 	== 	_ut 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sun Jan 17 2021 15:16:19 GMT-0600 (Central Standard Time)
correct 	math 	4.5secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 23/25 92% 4.8secs 	Sun Jan 17 2021 15:16:42 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	0 ^ 3 	What is 0 ^ 3? 	== 	0 	RunAve=runAve math: 23/25 92% 4.9secs 	Sun Jan 17 2021 15:17:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	find:1 	f___ 	== 	_ind 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sun Jan 17 2021 15:17:20 GMT-0600 (Central Standard Time)
correct 	spelling 	7.9secs 	brown:1 	b____ 	== 	_rown 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:18:06 GMT-0600 (Central Standard Time)
correct 	math 	5.1secs 	12 * 4 	What is 12 * 4? 	== 	48 	RunAve=runAve math: 23/25 92% 5.0secs 	Sun Jan 17 2021 15:18:23 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.5secs 	seem:1 	s___ 	!= 	_sem 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 15:18:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	seem:3 	see_ 	== 	___m 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 15:18:59 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	seem:2 	se__ 	== 	__em 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:20:40 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	seem:1 	s___ 	== 	_eem 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sun Jan 17 2021 15:20:59 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	see:1 	s__ 	== 	_ee 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:21:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	seed:1 	s___ 	== 	_eed 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:22:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	seep:1 	s___ 	== 	_eep 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:22:40 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	team:1 	t___ 	== 	_eam 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:23:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	both:1 	b___ 	== 	_oth 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:23:19 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	6 * 8 	What is 6 * 8? 	== 	48 	RunAve=runAve math: 23/25 92% 5.0secs 	Sun Jan 17 2021 15:23:40 GMT-0600 (Central Standard Time)
correct 	math 	7.4secs 	2 ^ 3 	What is 2 ^ 3? 	== 	8 	RunAve=runAve math: 23/25 92% 5.3secs 	Sun Jan 17 2021 15:24:25 GMT-0600 (Central Standard Time)
correct 	math 	1.0secs 	11 * 9 	What is 11 * 9? 	== 	99 	RunAve=runAve math: 23/25 92% 5.2secs 	Sun Jan 17 2021 15:24:39 GMT-0600 (Central Standard Time)
correct 	spelling 	9.0secs 	malignant:1 	m________ 	== 	_alignant 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sun Jan 17 2021 15:25:07 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	12 / 6 	What is 12 / 6? 	== 	2 	RunAve=runAve math: 23/25 92% 5.2secs 	Sun Jan 17 2021 15:25:20 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	10 * 2 	What is 10 * 2? 	== 	20 	RunAve=runAve math: 23/25 92% 5.2secs 	Sun Jan 17 2021 15:25:40 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	1 * 4 	What is 1 * 4? 	== 	4 	RunAve=runAve math: 23/25 92% 5.2secs 	Sun Jan 17 2021 15:25:59 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	8 / 1 	What is 8 / 1? 	== 	8 	RunAve=runAve math: 23/25 92% 4.9secs 	Sun Jan 17 2021 15:26:19 GMT-0600 (Central Standard Time)
correct 	math 	3.6secs 	2 * 6 	What is 2 * 6? 	== 	12 	RunAve=runAve math: 24/25 96% 5.0secs 	Sun Jan 17 2021 15:26:42 GMT-0600 (Central Standard Time)
correct 	math 	4.7secs 	7 * 4 	What is 7 * 4? 	== 	28 	RunAve=runAve math: 24/25 96% 5.2secs 	Sun Jan 17 2021 15:27:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	poor:1 	p___ 	== 	_oor 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:27:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	tank:1 	t___ 	== 	_ank 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:27:40 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	-11 * 5 	What is -11 * 5? 	== 	-55 	RunAve=runAve math: 24/25 96% 5.2secs 	Sun Jan 17 2021 15:28:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	midst:1 	m____ 	== 	_idst 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:28:20 GMT-0600 (Central Standard Time)
correct 	math 	7.6secs 	6 ^ 2 	What is 6 ^ 2? 	== 	36 	RunAve=runAve math: 24/25 96% 5.4secs 	Sun Jan 17 2021 15:28:46 GMT-0600 (Central Standard Time)
correct 	math 	6.4secs 	12 * 6 	What is 12 * 6? 	== 	72 	RunAve=runAve math: 24/25 96% 5.6secs 	Sun Jan 17 2021 15:29:05 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.2secs 	salt:1 	s___ 	!= 	_ilt 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 15:29:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.0secs 	salt:3 	sal_ 	== 	___t 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 15:29:59 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	salt:2 	sa__ 	== 	__lt 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 15:30:20 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.8secs 	salt:1 	s___ 	!= 	_ult 	RunAve=runAve spelling: 22/25 88% 2.3secs 	Sun Jan 17 2021 15:30:40 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	salt:1 	s___ 	== 	_alt 	RunAve=runAve spelling: 22/25 88% 2.3secs 	Sun Jan 17 2021 15:31:00 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.6secs 	malt:1 	m___ 	!= 	_elt 	RunAve=runAve spelling: 21/25 84% 2.3secs 	Sun Jan 17 2021 15:32:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	malt:1 	m___ 	== 	_alt 	RunAve=runAve spelling: 21/25 84% 2.3secs 	Sun Jan 17 2021 15:32:20 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	halt:1 	h___ 	== 	_alt 	RunAve=runAve spelling: 21/25 84% 2.3secs 	Sun Jan 17 2021 15:32:41 GMT-0600 (Central Standard Time)
wrong 	spelling 	4.6secs 	hard:1 	h___ 	!= 	_ord 	RunAve=runAve spelling: 20/25 80% 2.5secs 	Sun Jan 17 2021 15:33:03 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	nobody:1 	n_____ 	== 	_obody 	RunAve=runAve spelling: 20/25 80% 2.6secs 	Sun Jan 17 2021 15:33:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	hard:3 	har_ 	== 	___d 	RunAve=runAve spelling: 20/25 80% 2.5secs 	Sun Jan 17 2021 15:33:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	hard:2 	ha__ 	== 	__rd 	RunAve=runAve spelling: 20/25 80% 2.3secs 	Sun Jan 17 2021 15:33:59 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	hard:1 	h___ 	== 	_ard 	RunAve=runAve spelling: 21/25 84% 2.3secs 	Sun Jan 17 2021 15:34:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	lard:1 	l___ 	== 	_ard 	RunAve=runAve spelling: 21/25 84% 2.3secs 	Sun Jan 17 2021 15:35:20 GMT-0600 (Central Standard Time)
wrong 	spelling 	7.7secs 	larder:1 	l_____ 	!= 	_ardor 	RunAve=runAve spelling: 20/25 80% 2.6secs 	Sun Jan 17 2021 15:35:46 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.2secs 	larder:1 	l_____ 	!= 	_ardor 	RunAve=runAve spelling: 19/25 76% 2.6secs 	Sun Jan 17 2021 15:36:01 GMT-0600 (Central Standard Time)
correct 	spelling 	5.0secs 	larder:1 	l_____ 	== 	_arder 	RunAve=runAve spelling: 19/25 76% 2.8secs 	Sun Jan 17 2021 15:36:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	card:1 	c___ 	== 	_ard 	RunAve=runAve spelling: 19/25 76% 2.8secs 	Sun Jan 17 2021 15:36:41 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	2 * 5 	What is 2 * 5? 	== 	10 	RunAve=runAve math: 24/25 96% 5.4secs 	Sun Jan 17 2021 15:37:00 GMT-0600 (Central Standard Time)
wrong 	math 	1.7secs 	10 * 3 	What is 10 * 3? 	!= 	60 	RunAve=runAve math: 23/25 92% 5.4secs 	Sun Jan 17 2021 15:37:20 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	10 * 1 	What is 10 * 1? 	== 	10 	RunAve=runAve math: 23/25 92% 5.4secs 	Sun Jan 17 2021 15:37:40 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	10 * 2 	What is 10 * 2? 	== 	20 	RunAve=runAve math: 23/25 92% 5.4secs 	Sun Jan 17 2021 15:38:00 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	10 * 3 	What is 10 * 3? 	== 	30 	RunAve=runAve math: 24/25 96% 5.4secs 	Sun Jan 17 2021 15:38:20 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	9 * 1 	What is 9 * 1? 	== 	9 	RunAve=runAve math: 24/25 96% 5.4secs 	Sun Jan 17 2021 15:38:40 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	9 * 3 	What is 9 * 3? 	== 	27 	RunAve=runAve math: 24/25 96% 5.3secs 	Sun Jan 17 2021 15:39:00 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	go:1 	g_ 	== 	_o 	RunAve=runAve spelling: 19/25 76% 2.8secs 	Sun Jan 17 2021 15:39:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	deep:1 	d___ 	== 	_eep 	RunAve=runAve spelling: 19/25 76% 2.8secs 	Sun Jan 17 2021 15:39:41 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.3secs 	match:1 	m____ 	!= 	_tssh 	RunAve=runAve spelling: 18/25 72% 2.7secs 	Sun Jan 17 2021 15:39:59 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	match:4 	matc_ 	== 	____h 	RunAve=runAve spelling: 18/25 72% 2.4secs 	Sun Jan 17 2021 15:40:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	match:3 	mat__ 	== 	___ch 	RunAve=runAve spelling: 18/25 72% 2.4secs 	Sun Jan 17 2021 15:40:40 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.5secs 	match:2 	ma___ 	!= 	__tsh 	RunAve=runAve spelling: 17/25 68% 2.3secs 	Sun Jan 17 2021 15:41:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	match:2 	ma___ 	== 	__tch 	RunAve=runAve spelling: 17/25 68% 2.3secs 	Sun Jan 17 2021 15:41:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	match:1 	m____ 	== 	_atch 	RunAve=runAve spelling: 18/25 72% 2.4secs 	Sun Jan 17 2021 15:42:01 GMT-0600 (Central Standard Time)
correct 	spelling 	0.6secs 	patch:1 	p____ 	== 	_atch 	RunAve=runAve spelling: 18/25 72% 2.3secs 	Sun Jan 17 2021 15:42:39 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	snatch:3 	sna___ 	== 	___tch 	RunAve=runAve spelling: 18/25 72% 2.4secs 	Sun Jan 17 2021 15:43:02 GMT-0600 (Central Standard Time)
correct 	spelling 	5.7secs 	dispatch:1 	d_______ 	== 	_ispatch 	RunAve=runAve spelling: 19/25 76% 2.6secs 	Sun Jan 17 2021 15:43:24 GMT-0600 (Central Standard Time)
correct 	spelling 	4.4secs 	tender:2 	te____ 	== 	__nder 	RunAve=runAve spelling: 19/25 76% 2.7secs 	Sun Jan 17 2021 15:43:43 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	6 / 6 	What is 6 / 6? 	== 	1 	RunAve=runAve math: 24/25 96% 5.3secs 	Sun Jan 17 2021 15:44:00 GMT-0600 (Central Standard Time)
correct 	math 	2.2secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:44:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	voucher:3 	vou____ 	== 	___cher 	RunAve=runAve spelling: 20/25 80% 2.6secs 	Sun Jan 17 2021 15:44:40 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	2 * 10 	What is 2 * 10? 	== 	20 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:45:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	packet:1 	p_____ 	== 	_acket 	RunAve=runAve spelling: 20/25 80% 2.6secs 	Sun Jan 17 2021 15:45:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	solve:1 	s____ 	== 	_olve 	RunAve=runAve spelling: 20/25 80% 2.6secs 	Sun Jan 17 2021 15:45:40 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	salt:1 	s___ 	== 	_alt 	RunAve=runAve spelling: 21/25 84% 2.5secs 	Sun Jan 17 2021 15:46:00 GMT-0600 (Central Standard Time)
correct 	math 	4.8secs 	-3 * 2 	What is -3 * 2? 	== 	-6 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:46:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	cash:1 	c___ 	== 	_ash 	RunAve=runAve spelling: 21/25 84% 2.4secs 	Sun Jan 17 2021 15:46:41 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	-11 ^ 0 	What is -11 ^ 0? 	== 	1 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:47:01 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	simple:1 	s_____ 	== 	_imple 	RunAve=runAve spelling: 21/25 84% 2.5secs 	Sun Jan 17 2021 15:47:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	rich:1 	r___ 	== 	_ich 	RunAve=runAve spelling: 21/25 84% 2.5secs 	Sun Jan 17 2021 15:47:41 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	5 ^ 2 	What is 5 ^ 2? 	== 	25 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:48:01 GMT-0600 (Central Standard Time)
correct 	spelling 	7.6secs 	rivet:1 	r____ 	== 	_ivet 	RunAve=runAve spelling: 21/25 84% 2.7secs 	Sun Jan 17 2021 15:48:26 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	11 * 5 	What is 11 * 5? 	== 	55 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:49:00 GMT-0600 (Central Standard Time)
correct 	spelling 	8.0secs 	dial:1 	d___ 	== 	_ial 	RunAve=runAve spelling: 21/25 84% 3.0secs 	Sun Jan 17 2021 15:49:27 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	lump:1 	l___ 	== 	_ump 	RunAve=runAve spelling: 22/25 88% 2.7secs 	Sun Jan 17 2021 15:50:00 GMT-0600 (Central Standard Time)
correct 	spelling 	7.3secs 	still:1 	s____ 	== 	_till 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 15:50:26 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	-1 ^ 0 	What is -1 ^ 0? 	== 	1 	RunAve=runAve math: 24/25 96% 2.5secs 	Sun Jan 17 2021 15:50:42 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	steam:1 	s____ 	== 	_team 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:51:22 GMT-0600 (Central Standard Time)
correct 	math 	5.2secs 	12 * 8 	What is 12 * 8? 	== 	96 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:51:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	vocal:1 	v____ 	== 	_ocal 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:52:00 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	4 * -5 	What is 4 * -5? 	== 	-20 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:52:21 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	5 * 7 	What is 5 * 7? 	== 	35 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:52:41 GMT-0600 (Central Standard Time)
correct 	math 	2.9secs 	-2 * -4 	What is -2 * -4? 	== 	8 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:53:02 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	2 * 3 	What is 2 * 3? 	== 	6 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:53:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	see:1 	s__ 	== 	_ee 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 15:53:40 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.6secs 	bag:1 	b__ 	!= 	_ig 	RunAve=runAve spelling: 22/25 88% 2.7secs 	Sun Jan 17 2021 15:54:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	bag:2 	ba_ 	== 	__g 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:54:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	bag:1 	b__ 	== 	_ag 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:55:56 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.9secs 	gag:1 	g__ 	!= 	_og 	RunAve=runAve spelling: 22/25 88% 2.8secs 	Sun Jan 17 2021 15:56:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	gag:1 	g__ 	== 	_ag 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 15:56:50 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	brag:1 	b___ 	== 	_rag 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:57:10 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	nag:1 	n__ 	== 	_ag 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:57:50 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	fish:1 	f___ 	== 	_ish 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 15:58:10 GMT-0600 (Central Standard Time)
correct 	math 	4.9secs 	-2 * 7 	What is -2 * 7? 	== 	-14 	RunAve=runAve math: 24/25 96% 2.8secs 	Sun Jan 17 2021 15:58:33 GMT-0600 (Central Standard Time)
correct 	math 	7.1secs 	5 * 0 	What is 5 * 0? 	== 	0 	RunAve=runAve math: 24/25 96% 2.9secs 	Sun Jan 17 2021 15:58:56 GMT-0600 (Central Standard Time)
correct 	math 	0.9secs 	2 * 10 	What is 2 * 10? 	== 	20 	RunAve=runAve math: 24/25 96% 2.9secs 	Sun Jan 17 2021 15:59:09 GMT-0600 (Central Standard Time)
correct 	math 	3.4secs 	3 / 1 	What is 3 / 1? 	== 	3 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 15:59:32 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	rob:1 	r__ 	== 	_ob 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sun Jan 17 2021 15:59:50 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	0 * 6 	What is 0 * 6? 	== 	0 	RunAve=runAve math: 24/25 96% 2.5secs 	Sun Jan 17 2021 16:00:10 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	clog:1 	c___ 	== 	_log 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sun Jan 17 2021 16:00:31 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	6 * 10 	What is 6 * 10? 	== 	60 	RunAve=runAve math: 24/25 96% 2.5secs 	Sun Jan 17 2021 16:00:50 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	2 * 11 	What is 2 * 11? 	== 	22 	RunAve=runAve math: 25/25 100% 2.5secs 	Sun Jan 17 2021 16:01:10 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	8 * 3 	What is 8 * 3? 	== 	24 	RunAve=runAve math: 25/25 100% 2.5secs 	Sun Jan 17 2021 16:01:30 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	bright:1 	b_____ 	== 	_right 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 16:01:51 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	gang:1 	g___ 	== 	_ang 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sun Jan 17 2021 16:02:30 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	live:1 	l___ 	== 	_ive 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 16:03:10 GMT-0600 (Central Standard Time)
correct 	math 	88.9secs 	5 * 5 	What is 5 * 5? 	== 	25 	RunAve=runAve math: 25/25 100% 6.0secs 	Sun Jan 17 2021 16:04:58 GMT-0600 (Central Standard Time)
correct 	spelling 	10.7secs 	gown:1 	g___ 	== 	_own 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sun Jan 17 2021 16:05:19 GMT-0600 (Central Standard Time)
correct 	math 	7.7secs 	9 * 6 	What is 9 * 6? 	== 	54 	RunAve=runAve math: 25/25 100% 6.3secs 	Sun Jan 17 2021 16:05:36 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	12 * 9 	What is 12 * 9? 	== 	108 	RunAve=runAve math: 25/25 100% 6.3secs 	Sun Jan 17 2021 16:05:51 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	-12 / 6 	What is -12 / 6? 	== 	-2 	RunAve=runAve math: 25/25 100% 6.4secs 	Sun Jan 17 2021 16:06:12 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	pound:1 	p____ 	== 	_ound 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sun Jan 17 2021 16:06:31 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	amplify:1 	a______ 	== 	_mplify 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sun Jan 17 2021 16:06:52 GMT-0600 (Central Standard Time)
correct 	spelling 	15.5secs 	hone:1 	h___ 	== 	_one 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Sun Jan 17 2021 16:07:24 GMT-0600 (Central Standard Time)
correct 	spelling 	5.7secs 	ruin:1 	r___ 	== 	_uin 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Sun Jan 17 2021 16:07:34 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	-10 * 11 	What is -10 * 11? 	== 	-110 	RunAve=runAve math: 25/25 100% 6.4secs 	Sun Jan 17 2021 16:07:50 GMT-0600 (Central Standard Time)
correct 	math 	57.7secs 	11 * 12 	What is 11 * 12? 	== 	132 	RunAve=runAve math: 25/25 100% 8.6secs 	Sun Jan 17 2021 16:09:06 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	6 / 2 	What is 6 / 2? 	== 	3 	RunAve=runAve math: 25/25 100% 8.6secs 	Sun Jan 17 2021 16:09:11 GMT-0600 (Central Standard Time)
correct 	math 	13.7secs 	-11 * 9 	What is -11 * 9? 	== 	-99 	RunAve=runAve math: 25/25 100% 8.9secs 	Sun Jan 17 2021 16:09:42 GMT-0600 (Central Standard Time)
