correct 	math 	11.0secs 	12 * 4 	What is 12 * 4? 	== 	48 	RunAve=runAve math: 1/1 100% 11.0secs 	Sat Jan 16 2021 10:18:46 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	nest: 	n___ 	== 	_est 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sat Jan 16 2021 17:41:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	bit: 	b__ 	== 	_it 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sat Jan 16 2021 17:41:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	trot: 	t___ 	== 	_rot 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sat Jan 16 2021 17:42:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	midst: 	m____ 	== 	_idst 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 17:42:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	block: 	b____ 	== 	_lock 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 17:42:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	adverb: 	adv___ 	== 	___erb 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 17:43:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	orderly: 	or_____ 	== 	__derly 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sat Jan 16 2021 17:43:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	best: 	b___ 	== 	_est 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 17:43:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	god: 	g__ 	== 	_od 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 17:44:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	next: 	n___ 	== 	_ext 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sat Jan 16 2021 17:44:36 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.7secs 	sable: 	s____ 	!= 	_oble 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sat Jan 16 2021 17:44:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	sable:4 	sabl_ 	== 	____e 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sat Jan 16 2021 17:45:18 GMT-0600 (Central Standard Time)
correct 	spelling 	3.8secs 	sable: 	s____ 	== 	_able 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Sat Jan 16 2021 17:45:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	stable: 	st____ 	== 	__able 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Sat Jan 16 2021 17:45:57 GMT-0600 (Central Standard Time)
correct 	spelling 	6.8secs 	flask: 	f____ 	== 	_lask 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 17:46:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	tooth: 	t____ 	== 	_ooth 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 17:46:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	is: 	i_ 	== 	_s 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 17:47:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	lark: 	l___ 	== 	_ark 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Sat Jan 16 2021 17:47:56 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	extract: 	e______ 	== 	_xtract 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 17:48:19 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	fleet: 	f____ 	== 	_leet 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Sat Jan 16 2021 17:48:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	part: 	p___ 	== 	_art 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 17:49:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	shrug: 	s____ 	== 	_hrug 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 17:49:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	head: 	h___ 	== 	_ead 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 17:50:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	mason: 	m____ 	== 	_ason 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Sat Jan 16 2021 17:50:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	fondle: 	fon___ 	== 	___dle 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sat Jan 16 2021 17:50:58 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	arrow: 	a____ 	== 	_rrow 	RunAve=runAve spelling: 24/25 96% 2.7secs 	Sat Jan 16 2021 17:51:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	fee: 	f__ 	== 	_ee 	RunAve=runAve spelling: 24/25 96% 2.8secs 	Sat Jan 16 2021 17:51:37 GMT-0600 (Central Standard Time)
wrong 	spelling 	6.0secs 	vagrant: 	vag____ 	!= 	___rent 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sat Jan 16 2021 17:52:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	vagrant:6 	vagran_ 	== 	______t 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sat Jan 16 2021 17:52:16 GMT-0600 (Central Standard Time)
correct 	spelling 	5.6secs 	vagrant: 	vagr___ 	== 	____ant 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sat Jan 16 2021 17:52:40 GMT-0600 (Central Standard Time)
correct 	spelling 	6.0secs 	fragrant: 	f_______ 	== 	_ragrant 	RunAve=runAve spelling: 23/25 92% 3.2secs 	Sat Jan 16 2021 17:53:01 GMT-0600 (Central Standard Time)
wrong 	spelling 	6.0secs 	flagrant: 	f_______ 	!= 	_legrant 	RunAve=runAve spelling: 22/25 88% 3.3secs 	Sat Jan 16 2021 17:53:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	flagrant:7 	flagran_ 	== 	_______t 	RunAve=runAve spelling: 22/25 88% 3.2secs 	Sat Jan 16 2021 17:53:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	vagrant: 	v______ 	== 	_agrant 	RunAve=runAve spelling: 22/25 88% 3.2secs 	Sat Jan 16 2021 17:53:57 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	fragrant: 	fra_____ 	== 	___grant 	RunAve=runAve spelling: 22/25 88% 3.3secs 	Sat Jan 16 2021 17:54:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	flagrant: 	fl______ 	== 	__agrant 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 17:54:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	banish: 	b_____ 	== 	_anish 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 17:54:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	token: 	t____ 	== 	_oken 	RunAve=runAve spelling: 23/25 92% 3.2secs 	Sat Jan 16 2021 17:55:16 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	compel: 	co____ 	== 	__mpel 	RunAve=runAve spelling: 23/25 92% 3.2secs 	Sat Jan 16 2021 17:55:40 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	tight: 	ti___ 	== 	__ght 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sat Jan 16 2021 17:56:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	viper: 	v____ 	== 	_iper 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sat Jan 16 2021 17:56:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	canal: 	c____ 	== 	_anal 	RunAve=runAve spelling: 23/25 92% 3.1secs 	Sat Jan 16 2021 17:56:58 GMT-0600 (Central Standard Time)
correct 	spelling 	6.5secs 	partner: 	pa_____ 	== 	__rtner 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 17:57:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	record: 	re____ 	== 	__cord 	RunAve=runAve spelling: 23/25 92% 3.2secs 	Sat Jan 16 2021 17:57:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.8secs 	drank: 	dr___ 	== 	__ank 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 17:57:59 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.3secs 	slant: 	sl___ 	!= 	__ntt 	RunAve=runAve spelling: 22/25 88% 3.1secs 	Sat Jan 16 2021 17:58:15 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	slant:4 	slan_ 	== 	____t 	RunAve=runAve spelling: 22/25 88% 3.1secs 	Sat Jan 16 2021 17:58:38 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.4secs 	slam: 	s___ 	!= 	_aim 	RunAve=runAve spelling: 21/25 84% 3.2secs 	Sat Jan 16 2021 17:59:18 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	slant: 	s____ 	== 	_lant 	RunAve=runAve spelling: 21/25 84% 3.1secs 	Sat Jan 16 2021 17:59:37 GMT-0600 (Central Standard Time)
correct 	spelling 	0.9secs 	slam:3 	sla_ 	== 	___m 	RunAve=runAve spelling: 21/25 84% 3.0secs 	Sat Jan 16 2021 17:59:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	slab: 	s___ 	== 	_lab 	RunAve=runAve spelling: 21/25 84% 3.1secs 	Sat Jan 16 2021 18:00:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	slam: 	s___ 	== 	_lam 	RunAve=runAve spelling: 21/25 84% 3.1secs 	Sat Jan 16 2021 18:00:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	slant: 	sl___ 	== 	__ant 	RunAve=runAve spelling: 22/25 88% 2.9secs 	Sat Jan 16 2021 18:00:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	needle: 	nee___ 	== 	___dle 	RunAve=runAve spelling: 22/25 88% 2.9secs 	Sat Jan 16 2021 18:01:18 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	inert: 	i____ 	== 	_nert 	RunAve=runAve spelling: 22/25 88% 2.8secs 	Sat Jan 16 2021 18:01:37 GMT-0600 (Central Standard Time)
correct 	spelling 	4.8secs 	pacify: 	p_____ 	== 	_acify 	RunAve=runAve spelling: 22/25 88% 2.8secs 	Sat Jan 16 2021 18:02:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	partner: 	part___ 	== 	____ner 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sat Jan 16 2021 18:02:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	tall: 	t___ 	== 	_all 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sat Jan 16 2021 18:02:57 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	old: 	o__ 	== 	_ld 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sat Jan 16 2021 18:03:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	bigot: 	bi___ 	== 	__got 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sat Jan 16 2021 18:03:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	worth: 	w____ 	== 	_orth 	RunAve=runAve spelling: 23/25 92% 2.6secs 	Sat Jan 16 2021 18:04:02 GMT-0600 (Central Standard Time)
correct 	spelling 	6.5secs 	sheath: 	s_____ 	== 	_heath 	RunAve=runAve spelling: 23/25 92% 2.7secs 	Sat Jan 16 2021 18:05:27 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	inept: 	i____ 	== 	_nept 	RunAve=runAve spelling: 23/25 92% 2.8secs 	Sat Jan 16 2021 18:05:42 GMT-0600 (Central Standard Time)
correct 	spelling 	9.1secs 	mire: 	m___ 	== 	_ire 	RunAve=runAve spelling: 23/25 92% 2.9secs 	Sat Jan 16 2021 18:06:09 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	store: 	s____ 	== 	_tore 	RunAve=runAve spelling: 23/25 92% 3.0secs 	Sat Jan 16 2021 18:06:23 GMT-0600 (Central Standard Time)
correct 	spelling 	18.0secs 	crude: 	cr___ 	== 	__ude 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Sat Jan 16 2021 18:06:58 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	rut: 	r__ 	== 	_ut 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Sat Jan 16 2021 18:07:01 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	tore: 	t___ 	== 	_ore 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:07:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	refine: 	r_____ 	== 	_efine 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Sat Jan 16 2021 18:07:44 GMT-0600 (Central Standard Time)
correct 	spelling 	6.3secs 	pants: 	p____ 	== 	_ants 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Sat Jan 16 2021 18:08:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	thimble: 	t______ 	== 	_himble 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Sat Jan 16 2021 18:08:23 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	am: 	a_ 	== 	_m 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Sat Jan 16 2021 18:08:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	bemoan: 	bem___ 	== 	___oan 	RunAve=runAve spelling: 25/25 100% 3.6secs 	Sat Jan 16 2021 18:09:22 GMT-0600 (Central Standard Time)
correct 	spelling 	0.2secs 	driven: 	dr____ 	== 	__iven 	RunAve=runAve spelling: 25/25 100% 3.6secs 	Sat Jan 16 2021 18:11:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	bed: 	b__ 	== 	_ed 	RunAve=runAve spelling: 25/25 100% 3.6secs 	Sat Jan 16 2021 18:11:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	same: 	s___ 	== 	_ame 	RunAve=runAve spelling: 25/25 100% 3.6secs 	Sat Jan 16 2021 18:12:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	strange: 	stra___ 	== 	____nge 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Sat Jan 16 2021 18:12:24 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	speedy: 	s_____ 	== 	_peedy 	RunAve=runAve spelling: 25/25 100% 3.8secs 	Sat Jan 16 2021 18:13:04 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	marry: 	m____ 	== 	_arry 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Sat Jan 16 2021 18:13:26 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	width: 	w____ 	== 	_idth 	RunAve=runAve spelling: 25/25 100% 3.9secs 	Sat Jan 16 2021 18:15:03 GMT-0600 (Central Standard Time)
correct 	spelling 	7.2secs 	triple: 	t_____ 	== 	_riple 	RunAve=runAve spelling: 25/25 100% 4.0secs 	Sat Jan 16 2021 18:15:28 GMT-0600 (Central Standard Time)
correct 	spelling 	3.9secs 	recline: 	r______ 	== 	_ecline 	RunAve=runAve spelling: 25/25 100% 4.1secs 	Sat Jan 16 2021 18:15:44 GMT-0600 (Central Standard Time)
correct 	spelling 	7.6secs 	bleed: 	b____ 	== 	_leed 	RunAve=runAve spelling: 25/25 100% 4.3secs 	Sat Jan 16 2021 18:16:08 GMT-0600 (Central Standard Time)
correct 	spelling 	4.6secs 	plump: 	pl___ 	== 	__ump 	RunAve=runAve spelling: 25/25 100% 4.3secs 	Sat Jan 16 2021 18:16:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	script: 	s_____ 	== 	_cript 	RunAve=runAve spelling: 25/25 100% 4.3secs 	Sat Jan 16 2021 18:17:03 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.3secs 	shape: 	s____ 	!= 	_hipe 	RunAve=runAve spelling: 24/25 96% 4.3secs 	Sat Jan 16 2021 18:17:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	shape:4 	shap_ 	== 	____e 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sat Jan 16 2021 18:17:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	tape: 	t___ 	== 	_ape 	RunAve=runAve spelling: 24/25 96% 4.1secs 	Sat Jan 16 2021 18:18:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	grape: 	gr___ 	== 	__ape 	RunAve=runAve spelling: 24/25 96% 3.9secs 	Sat Jan 16 2021 18:18:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	shape: 	s____ 	== 	_hape 	RunAve=runAve spelling: 24/25 96% 3.8secs 	Sat Jan 16 2021 18:18:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	cape: 	c___ 	== 	_ape 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 18:19:02 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	clung: 	c____ 	== 	_lung 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 18:19:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	ponder: 	p_____ 	== 	_onder 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Sat Jan 16 2021 18:19:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	damp: 	d___ 	== 	_amp 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 18:20:02 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	barn: 	b___ 	== 	_arn 	RunAve=runAve spelling: 24/25 96% 2.9secs 	Sat Jan 16 2021 18:20:23 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	seep: 	s___ 	== 	_eep 	RunAve=runAve spelling: 24/25 96% 3.0secs 	Sat Jan 16 2021 18:20:44 GMT-0600 (Central Standard Time)
correct 	spelling 	5.4secs 	shrivel: 	shr____ 	== 	___ivel 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 18:21:06 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	sand: 	s___ 	== 	_and 	RunAve=runAve spelling: 24/25 96% 3.1secs 	Sat Jan 16 2021 18:21:22 GMT-0600 (Central Standard Time)
wrong 	spelling 	9.8secs 	soil: 	s___ 	!= 	_ill 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:23:10 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	soil:3 	soi_ 	== 	___l 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:23:22 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	toil: 	t___ 	== 	_oil 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Sat Jan 16 2021 18:23:45 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	soil: 	s___ 	== 	_oil 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:24:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	spoil: 	s____ 	== 	_poil 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 18:24:22 GMT-0600 (Central Standard Time)
correct 	spelling 	7.3secs 	coil: 	c___ 	== 	_oil 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:24:48 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	cheap: 	c____ 	== 	_heap 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:25:03 GMT-0600 (Central Standard Time)
correct 	spelling 	8.7secs 	string: 	str___ 	== 	___ing 	RunAve=runAve spelling: 23/25 92% 3.4secs 	Sat Jan 16 2021 18:25:29 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	part: 	p___ 	== 	_art 	RunAve=runAve spelling: 23/25 92% 3.3secs 	Sat Jan 16 2021 18:25:42 GMT-0600 (Central Standard Time)
correct 	spelling 	12.8secs 	grave: 	g____ 	== 	_rave 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Sat Jan 16 2021 18:26:14 GMT-0600 (Central Standard Time)
correct 	spelling 	6.3secs 	lighten: 	l______ 	== 	_ighten 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Sat Jan 16 2021 18:26:27 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	between: 	be_____ 	== 	__tween 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Sat Jan 16 2021 18:26:44 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	feed: 	f___ 	== 	_eed 	RunAve=runAve spelling: 24/25 96% 3.7secs 	Sat Jan 16 2021 18:28:22 GMT-0600 (Central Standard Time)
correct 	spelling 	4.2secs 	beast: 	b____ 	== 	_east 	RunAve=runAve spelling: 24/25 96% 3.8secs 	Sat Jan 16 2021 18:28:45 GMT-0600 (Central Standard Time)
correct 	spelling 	18.6secs 	canal: 	c____ 	== 	_anal 	RunAve=runAve spelling: 24/25 96% 4.4secs 	Sat Jan 16 2021 18:29:19 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.3secs 	drank: 	d____ 	!= 	_aink 	RunAve=runAve spelling: 23/25 92% 4.3secs 	Sat Jan 16 2021 18:29:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.0secs 	drank:4 	dran_ 	== 	____k 	RunAve=runAve spelling: 23/25 92% 4.3secs 	Sat Jan 16 2021 18:29:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	rank: 	r___ 	== 	_ank 	RunAve=runAve spelling: 23/25 92% 4.3secs 	Sat Jan 16 2021 18:30:02 GMT-0600 (Central Standard Time)
correct 	spelling 	7.6secs 	drank: 	dr___ 	== 	__ank 	RunAve=runAve spelling: 23/25 92% 4.5secs 	Sat Jan 16 2021 18:30:28 GMT-0600 (Central Standard Time)
correct 	spelling 	7.8secs 	frank: 	f____ 	== 	_rank 	RunAve=runAve spelling: 23/25 92% 4.7secs 	Sat Jan 16 2021 18:30:49 GMT-0600 (Central Standard Time)
correct 	spelling 	5.7secs 	shrank: 	sh____ 	== 	__rank 	RunAve=runAve spelling: 23/25 92% 4.9secs 	Sat Jan 16 2021 18:31:07 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	was: 	w__ 	== 	_as 	RunAve=runAve spelling: 23/25 92% 4.8secs 	Sat Jan 16 2021 18:31:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	tarnish: 	ta_____ 	== 	__rnish 	RunAve=runAve spelling: 23/25 92% 4.8secs 	Sat Jan 16 2021 18:31:43 GMT-0600 (Central Standard Time)
correct 	spelling 	10.5secs 	cast: 	c___ 	== 	_ast 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Sat Jan 16 2021 18:32:11 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	bunch: 	b____ 	== 	_unch 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Sat Jan 16 2021 18:32:23 GMT-0600 (Central Standard Time)
correct 	spelling 	4.7secs 	downtown: 	d_______ 	== 	_owntown 	RunAve=runAve spelling: 24/25 96% 4.8secs 	Sat Jan 16 2021 18:32:46 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	infer: 	in___ 	== 	__fer 	RunAve=runAve spelling: 24/25 96% 4.9secs 	Sat Jan 16 2021 18:33:04 GMT-0600 (Central Standard Time)
wrong 	spelling 	8.1secs 	menace: 	m_____ 	!= 	_enece 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Sat Jan 16 2021 18:33:29 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	menace:5 	menac_ 	== 	_____e 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Sat Jan 16 2021 18:33:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	menace:5 	menac_ 	== 	_____e 	RunAve=runAve spelling: 23/25 92% 5.1secs 	Sat Jan 16 2021 18:36:04 GMT-0600 (Central Standard Time)
correct 	spelling 	5.3secs 	fence: 	f____ 	== 	_ence 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Sat Jan 16 2021 18:38:46 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.4secs 	menace: 	me____ 	!= 	__eace 	RunAve=runAve spelling: 22/25 88% 5.1secs 	Sat Jan 16 2021 18:39:05 GMT-0600 (Central Standard Time)
correct 	spelling 	4.4secs 	menace:5 	menac_ 	== 	_____e 	RunAve=runAve spelling: 22/25 88% 4.9secs 	Sat Jan 16 2021 18:39:26 GMT-0600 (Central Standard Time)
correct 	spelling 	6.4secs 	fence: 	f____ 	== 	_ence 	RunAve=runAve spelling: 22/25 88% 5.1secs 	Sat Jan 16 2021 18:39:48 GMT-0600 (Central Standard Time)
wrong 	spelling 	7.3secs 	menace: 	m_____ 	!= 	_enase 	RunAve=runAve spelling: 21/25 84% 4.9secs 	Sat Jan 16 2021 18:40:08 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	menace:5 	menac_ 	== 	_____e 	RunAve=runAve spelling: 21/25 84% 4.7secs 	Sat Jan 16 2021 18:40:23 GMT-0600 (Central Standard Time)
correct 	spelling 	5.7secs 	fence: 	f____ 	== 	_ence 	RunAve=runAve spelling: 21/25 84% 4.8secs 	Sat Jan 16 2021 18:40:47 GMT-0600 (Central Standard Time)
correct 	spelling 	5.0secs 	menace: 	men___ 	== 	___ace 	RunAve=runAve spelling: 21/25 84% 4.9secs 	Sat Jan 16 2021 18:41:06 GMT-0600 (Central Standard Time)
correct 	spelling 	7.6secs 	no: 	n_ 	== 	_o 	RunAve=runAve spelling: 21/25 84% 5.1secs 	Sat Jan 16 2021 18:41:29 GMT-0600 (Central Standard Time)
correct 	spelling 	5.5secs 	bitten: 	b_____ 	== 	_itten 	RunAve=runAve spelling: 21/25 84% 4.6secs 	Sat Jan 16 2021 18:42:27 GMT-0600 (Central Standard Time)
wrong 	spelling 	12.2secs 	antic: 	a____ 	!= 	_ttic 	RunAve=runAve spelling: 21/25 84% 5.0secs 	Sat Jan 16 2021 18:42:53 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	antic:4 	anti_ 	== 	____c 	RunAve=runAve spelling: 21/25 84% 5.1secs 	Sat Jan 16 2021 18:43:05 GMT-0600 (Central Standard Time)
correct 	spelling 	8.3secs 	tactic: 	t_____ 	== 	_actic 	RunAve=runAve spelling: 21/25 84% 5.4secs 	Sat Jan 16 2021 18:43:30 GMT-0600 (Central Standard Time)
correct 	spelling 	12.7secs 	antic: 	a____ 	== 	_ntic 	RunAve=runAve spelling: 21/25 84% 5.6secs 	Sat Jan 16 2021 18:43:54 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	tactics: 	t______ 	== 	_actics 	RunAve=runAve spelling: 21/25 84% 5.4secs 	Sat Jan 16 2021 18:44:24 GMT-0600 (Central Standard Time)
